x_l,y_l,x_r,y_r
-321.23293859749896,-1258.7596000860824,-314.51236405022837,-1264.0741557358597
-318.07026297469156,-1254.8282448762686,-311.41998668489106,-1260.1987317507817
-314.86958753895726,-1250.9307704796652,-308.2883972880937,-1256.3543042798676
-311.6335249540695,-1247.0663050352582,-305.1194062309445,-1252.5407308737394
-308.4020112706613,-1243.2022242918324,-301.89721688184136,-1248.7726592801594
-305.13866541019763,-1239.3713020624034,-298.6414395504809,-1245.0331021408085
-301.8487867166961,-1235.5708767101553,-295.3528663894401,-1241.319032510231
-298.5352149198862,-1231.798620250745,-292.03579319275445,-1237.625536949385
-295.2027992890841,-1228.049953640596,-288.6940390364452,-1233.9486565466311
-291.85561924508676,-1224.3209550095844,-285.33217369198275,-1230.2837481567333
-288.4984806823976,-1220.6070354587653,-281.9525682296915,-1226.6281870231678
-285.1339663381056,-1216.905642468235,-278.55982471148843,-1222.9773195737127
-281.76685864141183,-1213.2122043397842,-275.1585515412204,-1219.3264734105364
-278.401924207345,-1209.5221539333606,-271.75117040863904,-1215.6730038672315
-275.0417145658447,-1205.832972158037,-268.3423200668402,-1212.0122204413403
-271.6907257472579,-1202.139848921068,-264.93617324476014,-1208.3403796637547
-268.3495969885437,-1198.4364417132747,-261.53978477834096,-1204.6565853339457
-265.0006518590763,-1194.7310245455042,-258.1652837092365,-1200.9587650070325
-261.64735652899384,-1191.017911141863,-254.79647852660023,-1197.2657471349344
-258.2828130309476,-1187.3039493674848,-251.42882926028577,-1193.5824787710558
-254.90232860770027,-1183.5940105383158,-248.05485845794848,-1189.9165537408776
-251.49895863937203,-1179.8950133229635,-244.67007002234735,-1186.2728355418928
-248.06646483324414,-1176.2132308047912,-241.26706591252704,-1182.6588754829402
-244.58634627869418,-1172.5667780522085,-237.82988712659187,-1179.0905747785002
-241.03490004810723,-1168.979956526327,-234.33592026656257,-1175.591266070317
-237.43721852159243,-1165.429746620871,-230.8078331113695,-1172.1403902623351
-233.7868244271934,-1161.9237983276878,-227.2389397729459,-1168.7445190780684
-230.0800511523097,-1158.4709155859707,-223.62335858325227,-1165.4053763486168
-226.3203512582358,-1155.0742282917852,-219.95727960801952,-1162.1230108231316
-222.5384691454912,-1151.7020453551186,-216.29319563822904,-1158.8381400727837
-218.7288198784643,-1148.359947381065,-212.62111508534653,-1155.5591433889624
-214.86773436957486,-1145.0762798479527,-208.89729544098682,-1152.3367108957625
-210.95633661765567,-1141.8519254529706,-205.1241380318366,-1149.170232884035
-206.99574912294156,-1138.6877663638022,-201.30150466522497,-1146.0621862769724
-202.98769155320804,-1135.5838853435382,-197.43115175322717,-1143.012720679661
-198.89159722129764,-1132.5986412046498,-193.457885006221,-1140.1005036776444
-194.7031734320395,-1129.7462540543434,-189.37379547917388,-1137.3470316221656
-190.4744851621615,-1126.960643698838,-185.25015454311003,-1134.65818737087
-186.20951316163365,-1124.2425605977994,-181.08664674299553,-1132.030751893395
-181.99224397632412,-1121.4649329616816,-176.9680379544561,-1129.3266283163634
-177.7762568517098,-1118.6927934763094,-172.8428266776524,-1126.6164809207824
-173.53286615467766,-1115.970553966087,-168.68088168350403,-1123.946714865385
-169.26684856667526,-1113.2916339972803,-164.48516062420433,-1121.3136276036619
-164.9687824473821,-1110.6735968278913,-160.2455711985318,-1118.7359545164793
-160.62131022523786,-1108.1490742988963,-155.9426366743133,-1116.2500642880198
-156.26513347688427,-1105.6502843250216,-151.61998279523075,-1113.7832131421658
-151.90359061215003,-1103.172190604027,-147.28083007714451,-1111.3305123699295
-147.54001029891845,-1100.7097840997915,-142.92843278727275,-1108.887063406143
-143.17841739879626,-1098.2550631765407,-138.56826909469285,-1106.4457733786032
-138.81855840037036,-1095.8043481031552,-134.20460470346003,-1104.0043915349163
-134.46100772852807,-1093.3534431773494,-129.83934286745443,-1101.5629166630192
-130.10549119693613,-1090.9026198694369,-125.47441381902249,-1099.1182685547067
-125.75381940622972,-1088.4487349635176,-121.11014683920351,-1096.6699069657475
-121.40633369199364,-1085.9912592945645,-116.74687410748312,-1094.2172882502828
-117.06336755358957,-1083.5296631160281,-112.38640531629012,-1091.7572581614152
-112.72673581612173,-1081.0608106260997,-108.02907361297602,-1089.2892731085528
-108.39627579796493,-1078.5850437273486,-103.67520651138317,-1086.8127834407385
-104.08080626990323,-1076.0871063698103,-99.32112636647449,-1084.3341622818857
-99.7817643397264,-1073.5648036624525,-94.96607977905894,-1081.854541367118
-95.49141231076139,-1071.0302717859608,-90.6174803393851,-1079.3624501408926
-91.20731198072662,-1068.4819522750788,-86.27893020865034,-1076.8575464097455
-86.92490425007578,-1065.9222450156356,-81.94943202447033,-1074.3466934920777
-82.64102767607883,-1063.3553454361559,-77.62769425661938,-1071.832921093461
-78.35336881044365,-1060.7848024394505,-73.31004400889336,-1069.322479579403
-74.05807960702741,-1058.2167595258907,-68.99485645988356,-1066.8181624557753
-69.75282884832161,-1055.65479695467,-64.67847512840123,-1064.326194957595
-65.43477260453675,-1053.103365836148,-60.35928290212379,-1061.849333380148
-61.10105644365795,-1050.5669374210863,-56.03365116730566,-1059.3937764796167
-56.74882088321504,-1048.0499965766783,-51.69996257615039,-1056.9622397732694
-52.37572530310901,-1045.5561952182213,-47.35458118411199,-1054.5608724326617
-47.98088397398412,-1043.0933265991373,-42.99239939247639,-1052.191480124994
-43.547184646473475,-1040.7120661741078,-38.64644813915854,-1049.773742933178
-39.10008875236434,-1038.3812974397401,-34.29781209631236,-1047.329043743628
-34.65991392903749,-1036.0659250047743,-29.93166938428377,-1044.8865693987518
-30.234414615077263,-1033.7525999051813,-25.556793286457985,-1042.4335664242992
-25.82941110212829,-1031.4315962195246,-21.180098868448763,-1039.9607047165339
-21.452105790275713,-1029.0906360974145,-16.810445310506317,-1037.455045460337
-17.109674347615154,-1026.7175383067365,-12.454806661020115,-1034.9070808348813
-12.842139773071194,-1024.2441315638303,-8.121648134198193,-1032.3046054759106
